90045 silly lifecycle process-nextick-args@1.0.3~preinstall: no script for preinstall, continuing
97791 silly build fresh
97792 info linkStuff fresh@0.2.4
97793 silly linkStuff fresh@0.2.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules as its parent node_modules
97794 verbose linkBins fresh@0.2.4
97795 verbose linkMans fresh@0.2.4
97796 verbose rebuildBundles fresh@0.2.4
97797 silly build mime
97798 info linkStuff mime@1.2.11
97799 silly linkStuff mime@1.2.11 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules as its parent node_modules
97800 verbose linkBins mime@1.2.11
97801 verbose linkMans mime@1.2.11
97802 verbose rebuildBundles mime@1.2.11
97803 silly build ms
97804 info linkStuff ms@0.6.2
97805 silly linkStuff ms@0.6.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules as its parent node_modules
97806 verbose linkBins ms@0.6.2
97807 verbose linkMans ms@0.6.2
97808 verbose rebuildBundles ms@0.6.2
97809 silly build ee-first
97810 info linkStuff ee-first@1.1.0
97811 silly linkStuff ee-first@1.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules/on-finished/node_modules as its parent node_modules
97812 verbose linkBins ee-first@1.1.0
97813 verbose linkMans ee-first@1.1.0
97814 verbose rebuildBundles ee-first@1.1.0
97815 silly build on-finished
97816 info linkStuff on-finished@2.1.1
97817 silly linkStuff on-finished@2.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules as its parent node_modules
97818 verbose linkBins on-finished@2.1.1
97819 verbose linkMans on-finished@2.1.1
97820 verbose rebuildBundles on-finished@2.1.1
97821 verbose rebuildBundles [ 'ee-first' ]
97822 silly build range-parser
97823 info linkStuff range-parser@1.0.2
97824 silly linkStuff range-parser@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules/send/node_modules as its parent node_modules
97825 verbose linkBins range-parser@1.0.2
97826 verbose linkMans range-parser@1.0.2
97827 verbose rebuildBundles range-parser@1.0.2
97828 silly build send
97829 info linkStuff send@0.10.1
97830 silly linkStuff send@0.10.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules as its parent node_modules
97831 verbose linkBins send@0.10.1
97832 verbose linkMans send@0.10.1
97833 verbose rebuildBundles send@0.10.1
97834 verbose rebuildBundles [ 'debug',
97834 verbose rebuildBundles   'depd',
97834 verbose rebuildBundles   'destroy',
97834 verbose rebuildBundles   'etag',
97834 verbose rebuildBundles   'fresh',
97834 verbose rebuildBundles   'mime',
97834 verbose rebuildBundles   'ms',
97834 verbose rebuildBundles   'on-finished',
97834 verbose rebuildBundles   'range-parser' ]
97835 silly build utils-merge
97836 info linkStuff utils-merge@1.0.0
97837 silly linkStuff utils-merge@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/serve-static/node_modules as its parent node_modules
97838 verbose linkBins utils-merge@1.0.0
97839 verbose linkMans utils-merge@1.0.0
97840 verbose rebuildBundles utils-merge@1.0.0
97841 silly build serve-static
97842 info linkStuff serve-static@1.7.1
97843 silly linkStuff serve-static@1.7.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
97844 verbose linkBins serve-static@1.7.1
97845 verbose linkMans serve-static@1.7.1
97846 verbose rebuildBundles serve-static@1.7.1
97847 verbose rebuildBundles [ 'escape-html', 'parseurl', 'send', 'utils-merge' ]
97848 silly build shelljs
97849 info linkStuff shelljs@0.2.6
97850 silly linkStuff shelljs@0.2.6 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
97851 verbose linkBins shelljs@0.2.6
97852 verbose link bins [ { shjs: './bin/shjs' },
97852 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin',
97852 verbose link bins   false ]
97853 verbose linkMans shelljs@0.2.6
97854 verbose rebuildBundles shelljs@0.2.6
97855 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin/shjs is being purged
97856 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin/shjs
97857 silly build debug
97858 info linkStuff debug@0.7.4
97859 silly linkStuff debug@0.7.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules as its parent node_modules
97860 verbose linkBins debug@0.7.4
97861 verbose linkMans debug@0.7.4
97862 verbose rebuildBundles debug@0.7.4
97863 silly build faye-websocket
97864 info linkStuff faye-websocket@0.4.4
97865 silly linkStuff faye-websocket@0.4.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules as its parent node_modules
97866 verbose linkBins faye-websocket@0.4.4
97867 verbose linkMans faye-websocket@0.4.4
97868 verbose rebuildBundles faye-websocket@0.4.4
97869 silly build abbrev
97870 info linkStuff abbrev@1.0.7
97871 silly linkStuff abbrev@1.0.7 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/nopt/node_modules as its parent node_modules
97872 verbose linkBins abbrev@1.0.7
97873 verbose linkMans abbrev@1.0.7
97874 verbose rebuildBundles abbrev@1.0.7
97875 silly build nopt
97876 info linkStuff nopt@2.0.0
97877 silly linkStuff nopt@2.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules as its parent node_modules
97878 verbose linkBins nopt@2.0.0
97879 verbose link bins [ { nopt: './bin/nopt.js' },
97879 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/.bin',
97879 verbose link bins   false ]
97880 verbose linkMans nopt@2.0.0
97881 verbose rebuildBundles nopt@2.0.0
97882 verbose rebuildBundles [ 'abbrev' ]
97883 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/.bin/nopt is being purged
97884 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules/noptify/node_modules/.bin/nopt
97885 silly build noptify
97886 info linkStuff noptify@0.0.3
97887 silly linkStuff noptify@0.0.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules as its parent node_modules
97888 verbose linkBins noptify@0.0.3
97889 verbose linkMans noptify@0.0.3
97890 verbose rebuildBundles noptify@0.0.3
97891 verbose rebuildBundles [ '.bin', 'nopt' ]
97892 silly build qs
97893 info linkStuff qs@0.5.6
97894 silly linkStuff qs@0.5.6 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/tiny-lr-fork/node_modules as its parent node_modules
97895 verbose linkBins qs@0.5.6
97896 verbose linkMans qs@0.5.6
97897 verbose rebuildBundles qs@0.5.6
97898 silly build tiny-lr-fork
97899 info linkStuff tiny-lr-fork@0.0.5
97900 silly linkStuff tiny-lr-fork@0.0.5 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
97901 verbose linkBins tiny-lr-fork@0.0.5
97902 verbose link bins [ { 'tiny-lr-fork': './bin/tiny-lr' },
97902 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin',
97902 verbose link bins   false ]
97903 verbose linkMans tiny-lr-fork@0.0.5
97904 verbose rebuildBundles tiny-lr-fork@0.0.5
97905 verbose rebuildBundles [ 'debug', 'faye-websocket', 'noptify', 'qs' ]
97906 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin/tiny-lr-fork is being purged
97907 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/.bin/tiny-lr-fork
97908 silly build underscore
97909 info linkStuff underscore@1.7.0
97910 silly linkStuff underscore@1.7.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
97911 verbose linkBins underscore@1.7.0
97912 verbose linkMans underscore@1.7.0
97913 verbose rebuildBundles underscore@1.7.0
97914 silly build ionic-cordova-lib
97915 info linkStuff ionic-cordova-lib@5.1.7
97916 silly linkStuff ionic-cordova-lib@5.1.7 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/ionic-app-lib/node_modules as its parent node_modules
97917 verbose linkBins ionic-cordova-lib@5.1.7
97918 verbose linkMans ionic-cordova-lib@5.1.7
97919 verbose rebuildBundles ionic-cordova-lib@5.1.7
97920 verbose rebuildBundles [ '.bin',
97920 verbose rebuildBundles   'bplist-parser',
97920 verbose rebuildBundles   'cordova-app-hello-world',
97920 verbose rebuildBundles   'cordova-js',
97920 verbose rebuildBundles   'cordova-registry-mapper',
97920 verbose rebuildBundles   'd8',
97920 verbose rebuildBundles   'dep-graph',
97920 verbose rebuildBundles   'elementtree',
97920 verbose rebuildBundles   'glob',
97920 verbose rebuildBundles   'init-package-json',
97920 verbose rebuildBundles   'mime',
97920 verbose rebuildBundles   'npm',
97920 verbose rebuildBundles   'npmconf',
97920 verbose rebuildBundles   'osenv',
97920 verbose rebuildBundles   'plist',
97920 verbose rebuildBundles   'properties-parser',
97920 verbose rebuildBundles   'rc',
97920 verbose rebuildBundles   'request',
97920 verbose rebuildBundles   'semver',
97920 verbose rebuildBundles   'shelljs',
97920 verbose rebuildBundles   'tar',
97920 verbose rebuildBundles   'through2',
97920 verbose rebuildBundles   'unorm',
97920 verbose rebuildBundles   'valid-identifier',
97920 verbose rebuildBundles   'xcode' ]
97921 silly build buffers
97922 info linkStuff buffers@0.1.1
97923 silly linkStuff buffers@0.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary/node_modules as its parent node_modules
97924 verbose linkBins buffers@0.1.1
97925 verbose linkMans buffers@0.1.1
97926 verbose rebuildBundles buffers@0.1.1
97927 silly build traverse
97928 info linkStuff traverse@0.3.9
97929 silly linkStuff traverse@0.3.9 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary/node_modules/chainsaw/node_modules as its parent node_modules
97930 verbose linkBins traverse@0.3.9
97931 verbose linkMans traverse@0.3.9
97932 verbose rebuildBundles traverse@0.3.9
97933 silly build chainsaw
97934 info linkStuff chainsaw@0.1.0
97935 silly linkStuff chainsaw@0.1.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/binary/node_modules as its parent node_modules
97936 verbose linkBins chainsaw@0.1.0
97937 verbose linkMans chainsaw@0.1.0
97938 verbose rebuildBundles chainsaw@0.1.0
97939 verbose rebuildBundles [ 'traverse' ]
97940 silly build binary
97941 info linkStuff binary@0.3.0
97942 silly linkStuff binary@0.3.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules as its parent node_modules
97943 verbose linkBins binary@0.3.0
97944 verbose linkMans binary@0.3.0
97945 verbose rebuildBundles binary@0.3.0
97946 verbose rebuildBundles [ 'buffers', 'chainsaw' ]
97947 silly build graceful-fs
97948 info linkStuff graceful-fs@3.0.8
97949 silly linkStuff graceful-fs@3.0.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules as its parent node_modules
97950 verbose linkBins graceful-fs@3.0.8
97951 verbose linkMans graceful-fs@3.0.8
97952 verbose rebuildBundles graceful-fs@3.0.8
97953 silly build inherits
97954 info linkStuff inherits@2.0.1
97955 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules as its parent node_modules
97956 verbose linkBins inherits@2.0.1
97957 verbose linkMans inherits@2.0.1
97958 verbose rebuildBundles inherits@2.0.1
97959 silly build minimist
97960 info linkStuff minimist@0.0.8
97961 silly linkStuff minimist@0.0.8 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/mkdirp/node_modules as its parent node_modules
97962 verbose linkBins minimist@0.0.8
97963 verbose linkMans minimist@0.0.8
97964 verbose rebuildBundles minimist@0.0.8
97965 silly build mkdirp
97966 info linkStuff mkdirp@0.5.1
97967 silly linkStuff mkdirp@0.5.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules as its parent node_modules
97968 verbose linkBins mkdirp@0.5.1
97969 verbose link bins [ { mkdirp: 'bin/cmd.js' },
97969 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/.bin',
97969 verbose link bins   false ]
97970 verbose linkMans mkdirp@0.5.1
97971 verbose rebuildBundles mkdirp@0.5.1
97972 verbose rebuildBundles [ 'minimist' ]
97973 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/.bin/mkdirp is being purged
97974 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/.bin/mkdirp
97975 silly build wrappy
97976 info linkStuff wrappy@1.0.1
97977 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/inflight/node_modules as its parent node_modules
97978 verbose linkBins wrappy@1.0.1
97979 verbose linkMans wrappy@1.0.1
97980 verbose rebuildBundles wrappy@1.0.1
97981 silly build balanced-match
97982 info linkStuff balanced-match@0.2.0
97983 silly linkStuff balanced-match@0.2.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
97984 verbose linkBins balanced-match@0.2.0
97985 verbose linkMans balanced-match@0.2.0
97986 verbose rebuildBundles balanced-match@0.2.0
97987 silly build concat-map
97988 info linkStuff concat-map@0.0.1
97989 silly linkStuff concat-map@0.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
97990 verbose linkBins concat-map@0.0.1
97991 verbose linkMans concat-map@0.0.1
97992 verbose rebuildBundles concat-map@0.0.1
97993 silly build brace-expansion
97994 info linkStuff brace-expansion@1.1.1
97995 silly linkStuff brace-expansion@1.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/minimatch/node_modules as its parent node_modules
97996 verbose linkBins brace-expansion@1.1.1
97997 verbose linkMans brace-expansion@1.1.1
97998 verbose rebuildBundles brace-expansion@1.1.1
97999 verbose rebuildBundles [ 'balanced-match', 'concat-map' ]
98000 silly build minimatch
98001 info linkStuff minimatch@3.0.0
98002 silly linkStuff minimatch@3.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
98003 verbose linkBins minimatch@3.0.0
98004 verbose linkMans minimatch@3.0.0
98005 verbose rebuildBundles minimatch@3.0.0
98006 verbose rebuildBundles [ 'brace-expansion' ]
98007 silly build wrappy
98008 info linkStuff wrappy@1.0.1
98009 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules/once/node_modules as its parent node_modules
98010 verbose linkBins wrappy@1.0.1
98011 verbose linkMans wrappy@1.0.1
98012 verbose rebuildBundles wrappy@1.0.1
98013 silly build once
98014 info linkStuff once@1.3.2
98015 silly linkStuff once@1.3.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
98016 verbose linkBins once@1.3.2
98017 verbose linkMans once@1.3.2
98018 verbose rebuildBundles once@1.3.2
98019 verbose rebuildBundles [ 'wrappy' ]
98020 silly build inflight
98021 info linkStuff inflight@1.0.4
98022 silly linkStuff inflight@1.0.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
98023 verbose linkBins inflight@1.0.4
98024 verbose linkMans inflight@1.0.4
98025 verbose rebuildBundles inflight@1.0.4
98026 verbose rebuildBundles [ 'wrappy' ]
98027 silly build path-is-absolute
98028 info linkStuff path-is-absolute@1.0.0
98029 silly linkStuff path-is-absolute@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules/glob/node_modules as its parent node_modules
98030 verbose linkBins path-is-absolute@1.0.0
98031 verbose linkMans path-is-absolute@1.0.0
98032 verbose rebuildBundles path-is-absolute@1.0.0
98033 silly build glob
98034 info linkStuff glob@5.0.15
98035 silly linkStuff glob@5.0.15 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/rimraf/node_modules as its parent node_modules
98036 verbose linkBins glob@5.0.15
98037 verbose linkMans glob@5.0.15
98038 verbose rebuildBundles glob@5.0.15
98039 verbose rebuildBundles [ 'inflight', 'minimatch', 'once', 'path-is-absolute' ]
98040 silly build rimraf
98041 info linkStuff rimraf@2.4.3
98042 silly linkStuff rimraf@2.4.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules as its parent node_modules
98043 verbose linkBins rimraf@2.4.3
98044 verbose link bins [ { rimraf: './bin.js' },
98044 verbose link bins   '/Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/.bin',
98044 verbose link bins   false ]
98045 verbose linkMans rimraf@2.4.3
98046 verbose rebuildBundles rimraf@2.4.3
98047 verbose rebuildBundles [ 'glob' ]
98048 silly gentlyRm /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/.bin/rimraf is being purged
98049 verbose gentlyRm don't care about contents; nuking /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/fstream/node_modules/.bin/rimraf
98050 silly build fstream
98051 info linkStuff fstream@0.1.31
98052 silly linkStuff fstream@0.1.31 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules as its parent node_modules
98053 verbose linkBins fstream@0.1.31
98054 verbose linkMans fstream@0.1.31
98055 verbose rebuildBundles fstream@0.1.31
98056 verbose rebuildBundles [ '.bin', 'graceful-fs', 'inherits', 'mkdirp', 'rimraf' ]
98057 silly build buffers
98058 info linkStuff buffers@0.1.1
98059 silly linkStuff buffers@0.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/match-stream/node_modules as its parent node_modules
98060 verbose linkBins buffers@0.1.1
98061 verbose linkMans buffers@0.1.1
98062 verbose rebuildBundles buffers@0.1.1
98063 silly build over
98064 info linkStuff over@0.0.5
98065 silly linkStuff over@0.0.5 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/pullstream/node_modules as its parent node_modules
98066 verbose linkBins over@0.0.5
98067 verbose linkMans over@0.0.5
98068 verbose rebuildBundles over@0.0.5
98069 silly build core-util-is
98070 info linkStuff core-util-is@1.0.1
98071 silly linkStuff core-util-is@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules as its parent node_modules
98072 verbose linkBins core-util-is@1.0.1
98073 verbose linkMans core-util-is@1.0.1
98074 verbose rebuildBundles core-util-is@1.0.1
98075 silly build inherits
98076 info linkStuff inherits@2.0.1
98077 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules as its parent node_modules
98078 verbose linkBins inherits@2.0.1
98079 verbose linkMans inherits@2.0.1
98080 verbose rebuildBundles inherits@2.0.1
98081 silly build isarray
98082 info linkStuff isarray@0.0.1
98083 silly linkStuff isarray@0.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules as its parent node_modules
98084 verbose linkBins isarray@0.0.1
98085 verbose linkMans isarray@0.0.1
98086 verbose rebuildBundles isarray@0.0.1
98087 silly build string_decoder
98088 info linkStuff string_decoder@0.10.31
98089 silly linkStuff string_decoder@0.10.31 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/readable-stream/node_modules as its parent node_modules
98090 verbose linkBins string_decoder@0.10.31
98091 verbose linkMans string_decoder@0.10.31
98092 verbose rebuildBundles string_decoder@0.10.31
98093 silly build readable-stream
98094 info linkStuff readable-stream@1.0.33
98095 silly linkStuff readable-stream@1.0.33 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules as its parent node_modules
98096 verbose linkBins readable-stream@1.0.33
98097 verbose linkMans readable-stream@1.0.33
98098 verbose rebuildBundles readable-stream@1.0.33
98099 verbose rebuildBundles [ 'core-util-is', 'inherits', 'isarray', 'string_decoder' ]
98100 silly build slice-stream
98101 info linkStuff slice-stream@1.0.0
98102 silly linkStuff slice-stream@1.0.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules/pullstream/node_modules as its parent node_modules
98103 verbose linkBins slice-stream@1.0.0
98104 verbose linkMans slice-stream@1.0.0
98105 verbose rebuildBundles slice-stream@1.0.0
98106 silly build match-stream
98107 info linkStuff match-stream@0.0.2
98108 silly linkStuff match-stream@0.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules as its parent node_modules
98109 verbose linkBins match-stream@0.0.2
98110 verbose linkMans match-stream@0.0.2
98111 verbose rebuildBundles match-stream@0.0.2
98112 verbose rebuildBundles [ 'buffers' ]
98113 silly build setimmediate
98114 info linkStuff setimmediate@1.0.2
98115 silly linkStuff setimmediate@1.0.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules as its parent node_modules
98116 verbose linkBins setimmediate@1.0.2
98117 verbose linkMans setimmediate@1.0.2
98118 verbose rebuildBundles setimmediate@1.0.2
98119 silly build pullstream
98120 info linkStuff pullstream@0.4.1
98121 silly linkStuff pullstream@0.4.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/unzip/node_modules as its parent node_modules
98122 verbose linkBins pullstream@0.4.1
98123 verbose linkMans pullstream@0.4.1
98124 verbose rebuildBundles pullstream@0.4.1
98125 verbose rebuildBundles [ 'over', 'slice-stream' ]
98126 silly build unzip
98127 info linkStuff unzip@0.1.9
98128 silly linkStuff unzip@0.1.9 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules as its parent node_modules
98129 verbose linkBins unzip@0.1.9
98130 verbose linkMans unzip@0.1.9
98131 verbose rebuildBundles unzip@0.1.9
98132 verbose rebuildBundles [ 'binary',
98132 verbose rebuildBundles   'fstream',
98132 verbose rebuildBundles   'match-stream',
98132 verbose rebuildBundles   'pullstream',
98132 verbose rebuildBundles   'readable-stream',
98132 verbose rebuildBundles   'setimmediate' ]
98133 silly build wrappy
98134 info linkStuff wrappy@1.0.1
98135 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/inflight/node_modules as its parent node_modules
98136 verbose linkBins wrappy@1.0.1
98137 verbose linkMans wrappy@1.0.1
98138 verbose rebuildBundles wrappy@1.0.1
98139 silly build inherits
98140 info linkStuff inherits@2.0.1
98141 silly linkStuff inherits@2.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules as its parent node_modules
98142 verbose linkBins inherits@2.0.1
98143 verbose linkMans inherits@2.0.1
98144 verbose rebuildBundles inherits@2.0.1
98145 silly build wrappy
98146 info linkStuff wrappy@1.0.1
98147 silly linkStuff wrappy@1.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules/once/node_modules as its parent node_modules
98148 verbose linkBins wrappy@1.0.1
98149 verbose linkMans wrappy@1.0.1
98150 verbose rebuildBundles wrappy@1.0.1
98151 silly build once
98152 info linkStuff once@1.3.2
98153 silly linkStuff once@1.3.2 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules as its parent node_modules
98154 verbose linkBins once@1.3.2
98155 verbose linkMans once@1.3.2
98156 verbose rebuildBundles once@1.3.2
98157 verbose rebuildBundles [ 'wrappy' ]
98158 silly build inflight
98159 info linkStuff inflight@1.0.4
98160 silly linkStuff inflight@1.0.4 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob/node_modules as its parent node_modules
98161 verbose linkBins inflight@1.0.4
98162 verbose linkMans inflight@1.0.4
98163 verbose rebuildBundles inflight@1.0.4
98164 verbose rebuildBundles [ 'wrappy' ]
98165 silly build find-index
98166 info linkStuff find-index@0.1.1
98167 silly linkStuff find-index@0.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/glob2base/node_modules as its parent node_modules
98168 verbose linkBins find-index@0.1.1
98169 verbose linkMans find-index@0.1.1
98170 verbose rebuildBundles find-index@0.1.1
98171 silly build glob2base
98172 info linkStuff glob2base@0.0.12
98173 silly linkStuff glob2base@0.0.12 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules as its parent node_modules
98174 verbose linkBins glob2base@0.0.12
98175 verbose linkMans glob2base@0.0.12
98176 verbose rebuildBundles glob2base@0.0.12
98177 verbose rebuildBundles [ 'find-index' ]
98178 silly build balanced-match
98179 info linkStuff balanced-match@0.2.0
98180 silly linkStuff balanced-match@0.2.0 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
98181 verbose linkBins balanced-match@0.2.0
98182 verbose linkMans balanced-match@0.2.0
98183 verbose rebuildBundles balanced-match@0.2.0
98184 silly build concat-map
98185 info linkStuff concat-map@0.0.1
98186 silly linkStuff concat-map@0.0.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/minimatch/node_modules/brace-expansion/node_modules as its parent node_modules
98187 verbose linkBins concat-map@0.0.1
98188 verbose linkMans concat-map@0.0.1
98189 verbose rebuildBundles concat-map@0.0.1
98190 silly build brace-expansion
98191 info linkStuff brace-expansion@1.1.1
98192 silly linkStuff brace-expansion@1.1.1 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules/minimatch/node_modules as its parent node_modules
98193 verbose linkBins brace-expansion@1.1.1
98194 verbose linkMans brace-expansion@1.1.1
98195 verbose rebuildBundles brace-expansion@1.1.1
98196 verbose rebuildBundles [ 'balanced-match', 'concat-map' ]
98197 silly build minimatch
98198 info linkStuff minimatch@2.0.10
98199 silly linkStuff minimatch@2.0.10 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules as its parent node_modules
98200 verbose linkBins minimatch@2.0.10
98201 verbose linkMans minimatch@2.0.10
98202 verbose rebuildBundles minimatch@2.0.10
98203 verbose rebuildBundles [ 'brace-expansion' ]
98204 silly build glob
98205 info linkStuff glob@4.5.3
98206 silly linkStuff glob@4.5.3 has /Users/JoyZheng/mobile/node_modules/ionic/node_modules/vinyl-fs/node_modules/glob-stream/node_modules as its parent node_modules
98207 verbose linkBins glob@4.5.3
98208 verbose linkMans glob@4.5.3
98209 verbose rebuildBundles glob@4.5.3
